dummy index,Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
3869,505_1_3000775,505,1,3000775,EBU3B.RF4.REF-2,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,4,AHU -> 1 -> Return Fan -> 4 -> VFD,EBU3B,,Analog Output
4462,505_1_3000493,505,1,3000493,EBU3B.SF1.REF-2,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,1,AHU -> 1 -> Supply Fan -> 1 -> VFD,EBU3B,,Analog Output
4483,505_1_3000535,505,1,3000535,EBU3B.SF2.REF-2,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,2,AHU -> 1 -> Supply Fan -> 2 -> VFD,EBU3B,,Analog Output
4504,505_1_3000575,505,1,3000575,EBU3B.SF3.REF-2,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,3,AHU -> 1 -> Supply Fan -> 3 -> VFD,EBU3B,,Analog Output
4525,505_1_3000615,505,1,3000615,EBU3B.SF4.REF-2,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,4,AHU -> 1 -> Supply Fan -> 4 -> VFD,EBU3B,,Analog Output
3619,505_1_3000331,505,1,3000331,EBU3B.CHWP1.REF-2,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 1 -> VFD,EBU3B,,Analog Output
3640,505_1_3000373,505,1,3000373,EBU3B.CHWP2.REF-2,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 2 -> VFD,EBU3B,,Analog Output
3764,505_1_3000415,505,1,3000415,EBU3B.HWP1.REF-2,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,1,Hot Water System -> Pump -> 1 -> VFD,EBU3B,,Analog Output
3785,505_1_3000420,505,1,3000420,EBU3B.HWP2.REF-2,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 REFERENCE 2,Reference 2,98,Reference 2,,Rm_B102C,VFD,2,Hot Water System -> Pump -> 2 -> VFD,EBU3B,,Analog Output
3668,505_0_3014600,505,0,3014600,EBU3B.CHWP3-VFD.REF-IN,NAE 05 N2 1 VND 26 REF IN,Reference Input AI-1,98,Reference Input AI-1,,Rm_B102C,VFD,3,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Analog Input
3696,505_0_3014635,505,0,3014635,EBU3B.CHWP4-VFD.REF-IN,NAE 05 N2 1 VND 27 REF IN,Reference Input AI-1,98,Reference Input AI-1,,Rm_B102C,VFD,4,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Analog Input
11,505_1_3001631,505,1,3001631,EBU3B.RM-1100A..RH-VLV,NAE 05 N2 2 VMA 103 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1100A,Reheat Valve,103,VAV -> Rm_1100A -> Reheat Valve,EBU3B,,Analog Output
27,505_1_3001531,505,1,3001531,EBU3B.RM-1100D..RH-VLV,NAE 05 N2 2 VMA 147 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1100D,Reheat Valve,147,VAV -> Rm_1100D -> Reheat Valve,EBU3B,,Analog Output
43,505_1_3002056,505,1,3002056,EBU3B.RM-1102..RH-VLV,NAE 05 N2 2 VMA 125 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1102,Reheat Valve,125,VAV -> Rm_1102 -> Reheat Valve,EBU3B,,Analog Output
59,505_1_3002076,505,1,3002076,EBU3B.RM-1104..RH-VLV,NAE 05 N2 2 VMA 126 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1104,Reheat Valve,126,VAV -> Rm_1104 -> Reheat Valve,EBU3B,,Analog Output
75,505_1_3001128,505,1,3001128,EBU3B.RM-1106..RH-VLV,NAE 05 N2 2 VMA 127 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1106,Reheat Valve,127,VAV -> Rm_1106 -> Reheat Valve,EBU3B,,Analog Output
91,505_1_3001551,505,1,3001551,EBU3B.RM-1107..RH-VLV,NAE 05 N2 2 VMA 148 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1107,Reheat Valve,148,VAV -> Rm_1107 -> Reheat Valve,EBU3B,,Analog Output
107,505_1_3001148,505,1,3001148,EBU3B.RM-1108..RH-VLV,NAE 05 N2 2 VMA 128 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1108,Reheat Valve,128,VAV -> Rm_1108 -> Reheat Valve,EBU3B,,Analog Output
123,505_1_3001188,505,1,3001188,EBU3B.RM-1109..RH-VLV,NAE 05 N2 2 VMA 130 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1109,Reheat Valve,130,VAV -> Rm_1109 -> Reheat Valve,EBU3B,,Analog Output
139,505_1_3001168,505,1,3001168,EBU3B.RM-1110..RH-VLV,NAE 05 N2 2 VMA 129 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1110,Reheat Valve,129,VAV -> Rm_1110 -> Reheat Valve,EBU3B,,Analog Output
155,505_1_3001571,505,1,3001571,EBU3B.RM-1113..RH-VLV,NAE 05 N2 2 VMA 149 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1113,Reheat Valve,149,VAV -> Rm_1113 -> Reheat Valve,EBU3B,,Analog Output
171,505_1_3001611,505,1,3001611,EBU3B.RM-1115..RH-VLV,NAE 05 N2 2 VMA 151 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1115,Reheat Valve,151,VAV -> Rm_1115 -> Reheat Valve,EBU3B,,Analog Output
187,505_1_3001208,505,1,3001208,EBU3B.RM-1116..RH-VLV,NAE 05 N2 2 VMA 131 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1116,Reheat Valve,131,VAV -> Rm_1116 -> Reheat Valve,EBU3B,,Analog Output
204,505_1_3001652,505,1,3001652,EBU3B.RM-1117..RH-VLV,NAE 05 N2 2 VMA 104 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1117,Reheat Valve,104,VAV -> Rm_1117 -> Reheat Valve,EBU3B,,Analog Output
220,505_1_3001228,505,1,3001228,EBU3B.RM-1122..RH-VLV,NAE 05 N2 2 VMA 132 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1122,Reheat Valve,132,VAV -> Rm_1122 -> Reheat Valve,EBU3B,,Analog Output
236,505_1_3001411,505,1,3001411,EBU3B.RM-1123..RH-VLV,NAE 05 N2 2 VMA 141 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1123,Reheat Valve,141,VAV -> Rm_1123 -> Reheat Valve,EBU3B,,Analog Output
252,505_1_3001268,505,1,3001268,EBU3B.RM-1124..RH-VLV,NAE 05 N2 2 VMA 134 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1124,Reheat Valve,134,VAV -> Rm_1124 -> Reheat Valve,EBU3B,,Analog Output
269,505_1_3001591,505,1,3001591,EBU3B.RM-1125..RH-VLV,NAE 05 N2 2 VMA 150 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1125,Reheat Valve,150,VAV -> Rm_1125 -> Reheat Valve,EBU3B,,Analog Output
285,505_1_3001289,505,1,3001289,EBU3B.RM-1126..RH-VLV,NAE 05 N2 2 VMA 135 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1126,Reheat Valve,135,VAV -> Rm_1126 -> Reheat Valve,EBU3B,,Analog Output
302,505_1_3001107,505,1,3001107,EBU3B.RM-1130..RH-VLV,NAE 05 N2 2 VMA 102 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1130,Reheat Valve,102,VAV -> Rm_1130 -> Reheat Valve,EBU3B,,Analog Output
318,505_1_3001491,505,1,3001491,EBU3B.RM-1132..RH-VLV,NAE 05 N2 2 VMA 145 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1132,Reheat Valve,145,VAV -> Rm_1132 -> Reheat Valve,EBU3B,,Analog Output
334,505_1_3001511,505,1,3001511,EBU3B.RM-1133..RH-VLV,NAE 05 N2 2 VMA 146 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1133,Reheat Valve,146,VAV -> Rm_1133 -> Reheat Valve,EBU3B,,Analog Output
350,505_1_3001471,505,1,3001471,EBU3B.RM-1134..RH-VLV,NAE 05 N2 2 VMA 144 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1134,Reheat Valve,144,VAV -> Rm_1134 -> Reheat Valve,EBU3B,,Analog Output
366,505_1_3001451,505,1,3001451,EBU3B.RM-1139..RH-VLV,NAE 05 N2 2 VMA 143 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1139,Reheat Valve,143,VAV -> Rm_1139 -> Reheat Valve,EBU3B,,Analog Output
382,505_1_3001431,505,1,3001431,EBU3B.RM-1144..RH-VLV,NAE 05 N2 2 VMA 142 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1144,Reheat Valve,142,VAV -> Rm_1144 -> Reheat Valve,EBU3B,,Analog Output
398,505_1_3001248,505,1,3001248,EBU3B.RM-1145..RH-VLV,NAE 05 N2 2 VMA 133 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1145,Reheat Valve,133,VAV -> Rm_1145 -> Reheat Valve,EBU3B,,Analog Output
414,505_1_3001391,505,1,3001391,EBU3B.RM-1150..RH-VLV,NAE 05 N2 2 VMA 140 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1150,Reheat Valve,140,VAV -> Rm_1150 -> Reheat Valve,EBU3B,,Analog Output
430,505_1_3001329,505,1,3001329,EBU3B.RM-1151..RH-VLV,NAE 05 N2 2 VMA 137 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1151,Reheat Valve,137,VAV -> Rm_1151 -> Reheat Valve,EBU3B,,Analog Output
446,505_1_3001369,505,1,3001369,EBU3B.RM-1154..RH-VLV,NAE 05 N2 2 VMA 139 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1154,Reheat Valve,139,VAV -> Rm_1154 -> Reheat Valve,EBU3B,,Analog Output
462,505_1_3001309,505,1,3001309,EBU3B.RM-1155..RH-VLV,NAE 05 N2 2 VMA 136 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1155,Reheat Valve,136,VAV -> Rm_1155 -> Reheat Valve,EBU3B,,Analog Output
478,505_1_3001349,505,1,3001349,EBU3B.RM-1156..RH-VLV,NAE 05 N2 2 VMA 138 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1156,Reheat Valve,138,VAV -> Rm_1156 -> Reheat Valve,EBU3B,,Analog Output
494,505_1_3001673,505,1,3001673,EBU3B.RM-1200A..RH-VLV,NAE 05 N2 2 VMA 105 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1200A,Reheat Valve,105,VAV -> Rm_1200A -> Reheat Valve,EBU3B,,Analog Output
511,505_1_3001086,505,1,3001086,EBU3B.RM-1200B..RH-VLV,NAE 05 N2 2 VMA 101 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1200B,Reheat Valve,101,VAV -> Rm_1200B -> Reheat Valve,EBU3B,,Analog Output
527,505_1_3001694,505,1,3001694,EBU3B.RM-1200C..RH-VLV,NAE 05 N2 2 VMA 106 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1200C,Reheat Valve,106,VAV -> Rm_1200C -> Reheat Valve,EBU3B,,Analog Output
569,505_1_3001957,505,1,3001957,EBU3B.RM-1208..RH-VLV,NAE 05 N2 2 VMA 120 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1208,Reheat Valve,120,VAV -> Rm_1208 -> Reheat Valve,EBU3B,,Analog Output
585,505_1_3001979,505,1,3001979,EBU3B.RM-1208B..RH-VLV,NAE 05 N2 2 VMA 121 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1208B,Reheat Valve,121,VAV -> Rm_1208B -> Reheat Valve,EBU3B,,Analog Output
601,505_1_3001937,505,1,3001937,EBU3B.RM-1212..RH-VLV,NAE 05 N2 2 VMA 119 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1212,Reheat Valve,119,VAV -> Rm_1212 -> Reheat Valve,EBU3B,,Analog Output
641,505_1_3002786,505,1,3002786,EBU3B.RM-1217..RH-VLV,NAE 05 N2 2 VMA 112 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1217,Reheat Valve,112,VAV -> Rm_1217 -> Reheat Valve,EBU3B,,Analog Output
657,505_1_3001917,505,1,3001917,EBU3B.RM-1218..RH-VLV,NAE 05 N2 2 VMA 118 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1218,Reheat Valve,118,VAV -> Rm_1218 -> Reheat Valve,EBU3B,,Analog Output
673,505_1_3002016,505,1,3002016,EBU3B.RM-1221..RH-VLV,NAE 05 N2 2 VMA 123 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1221,Reheat Valve,123,VAV -> Rm_1221 -> Reheat Valve,EBU3B,,Analog Output
689,505_1_3002036,505,1,3002036,EBU3B.RM-1223..RH-VLV,NAE 05 N2 2 VMA 124 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1223,Reheat Valve,124,VAV -> Rm_1223 -> Reheat Valve,EBU3B,,Analog Output
705,505_1_3001897,505,1,3001897,EBU3B.RM-1224..RH-VLV,NAE 05 N2 2 VMA 117 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1224,Reheat Valve,117,VAV -> Rm_1224 -> Reheat Valve,EBU3B,,Analog Output
721,505_1_3001837,505,1,3001837,EBU3B.RM-1229..RH-VLV,NAE 05 N2 2 VMA 114 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1229,Reheat Valve,114,VAV -> Rm_1229 -> Reheat Valve,EBU3B,,Analog Output
737,505_1_3001877,505,1,3001877,EBU3B.RM-1230..RH-VLV,NAE 05 N2 2 VMA 116 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1230,Reheat Valve,116,VAV -> Rm_1230 -> Reheat Valve,EBU3B,,Analog Output
753,505_1_3001817,505,1,3001817,EBU3B.RM-1231..RH-VLV,NAE 05 N2 2 VMA 113 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1231,Reheat Valve,113,VAV -> Rm_1231 -> Reheat Valve,EBU3B,,Analog Output
769,505_1_3001857,505,1,3001857,EBU3B.RM-1236..RH-VLV,NAE 05 N2 2 VMA 115 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_1236,Reheat Valve,115,VAV -> Rm_1236 -> Reheat Valve,EBU3B,,Analog Output
793,506_1_3000431,506,1,3000431,EBU3B.RM-2102..RH-VLV,NAE 06 N2 1 VMA146 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2102,Reheat Valve,146,VAV -> Rm_2102 -> Reheat Valve,EBU3B,,Analog Output
809,506_1_3000451,506,1,3000451,EBU3B.RM-2105..RH-VLV,NAE 06 N2 1 VMA147 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2105,Reheat Valve,147,VAV -> Rm_2105 -> Reheat Valve,EBU3B,,Analog Output
825,506_1_3000411,506,1,3000411,EBU3B.RM-2107..RH-VLV,NAE 06 N2 1 VMA145 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2107,Reheat Valve,145,VAV -> Rm_2107 -> Reheat Valve,EBU3B,,Analog Output
841,506_1_3000391,506,1,3000391,EBU3B.RM-2108..RH-VLV,NAE 06 N2 1 VMA144 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2108,Reheat Valve,144,VAV -> Rm_2108 -> Reheat Valve,EBU3B,,Analog Output
857,506_1_3000634,506,1,3000634,EBU3B.RM-2109..RH-VLV,NAE 06 N2 1 VMA156 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2109,Reheat Valve,156,VAV -> Rm_2109 -> Reheat Valve,EBU3B,,Analog Output
873,506_1_3000331,506,1,3000331,EBU3B.RM-2111..RH-VLV,NAE 06 N2 1 VMA141 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2111,Reheat Valve,141,VAV -> Rm_2111 -> Reheat Valve,EBU3B,,Analog Output
889,506_1_3000371,506,1,3000371,EBU3B.RM-2112..RH-VLV,NAE 06 N2 1 VMA143 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2112,Reheat Valve,143,VAV -> Rm_2112 -> Reheat Valve,EBU3B,,Analog Output
905,506_1_3000351,506,1,3000351,EBU3B.RM-2116..RH-VLV,NAE 06 N2 1 VMA142 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2116,Reheat Valve,142,VAV -> Rm_2116 -> Reheat Valve,EBU3B,,Analog Output
921,506_1_3000311,506,1,3000311,EBU3B.RM-2118..RH-VLV,NAE 06 N2 1 VMA140 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2118,Reheat Valve,140,VAV -> Rm_2118 -> Reheat Valve,EBU3B,,Analog Output
938,506_1_3001220,506,1,3001220,EBU3B.RM-2119..RH-VLV,NAE 06 N2 1 VMA103 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2119,Reheat Valve,103,VAV -> Rm_2119 -> Reheat Valve,EBU3B,,Analog Output
954,506_1_3000614,506,1,3000614,EBU3B.RM-2121..RH-VLV,NAE 06 N2 1 VMA155 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2121,Reheat Valve,155,VAV -> Rm_2121 -> Reheat Valve,EBU3B,,Analog Output
970,506_1_3000291,506,1,3000291,EBU3B.RM-2122..RH-VLV,NAE 06 N2 1 VMA139 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2122,Reheat Valve,139,VAV -> Rm_2122 -> Reheat Valve,EBU3B,,Analog Output
986,506_1_3000271,506,1,3000271,EBU3B.RM-2126..RH-VLV,NAE 06 N2 1 VMA138 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2126,Reheat Valve,138,VAV -> Rm_2126 -> Reheat Valve,EBU3B,,Analog Output
1005,506_1_3009381,506,1,3009381,EBU3B.RM-2127..RH-VLV,NAE 06 N2 1 VMA151 RH VLV,reheat valve,98,Reheat Valve Command,,Rm_2127,Reheat Valve,151,VAV -> Rm_2127 -> Reheat Valve,EBU3B,,Analog Output
1021,506_1_3000251,506,1,3000251,EBU3B.RM-2128..RH-VLV,NAE 06 N2 1 VMA137 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2128,Reheat Valve,137,VAV -> Rm_2128 -> Reheat Valve,EBU3B,,Analog Output
1037,506_1_3000231,506,1,3000231,EBU3B.RM-2130..RH-VLV,NAE 06 N2 1 VMA136 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2130,Reheat Valve,136,VAV -> Rm_2130 -> Reheat Valve,EBU3B,,Analog Output
1053,506_1_3000211,506,1,3000211,EBU3B.RM-2132..RH-VLV,NAE 06 N2 1 VMA135 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2132,Reheat Valve,135,VAV -> Rm_2132 -> Reheat Valve,EBU3B,,Analog Output
1069,506_1_3000191,506,1,3000191,EBU3B.RM-2134..RH-VLV,NAE 06 N2 1 VMA134 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2134,Reheat Valve,134,VAV -> Rm_2134 -> Reheat Valve,EBU3B,,Analog Output
1085,506_1_3000171,506,1,3000171,EBU3B.RM-2136..RH-VLV,NAE 06 N2 1 VMA133 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2136,Reheat Valve,133,VAV -> Rm_2136 -> Reheat Valve,EBU3B,,Analog Output
1101,506_1_3000151,506,1,3000151,EBU3B.RM-2138..RH-VLV,NAE 06 N2 1 VMA132 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2138,Reheat Valve,132,VAV -> Rm_2138 -> Reheat Valve,EBU3B,,Analog Output
1118,506_1_3000030,506,1,3000030,EBU3B.RM-2140..RH-VLV,NAE 06 N2 1 VMA102 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2140,Reheat Valve,102,VAV -> Rm_2140 -> Reheat Valve,EBU3B,,Analog Output
1134,506_1_3000593,506,1,3000593,EBU3B.RM-2142..RH-VLV,NAE 06 N2 1 VMA154 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2142,Reheat Valve,154,VAV -> Rm_2142 -> Reheat Valve,EBU3B,,Analog Output
1151,506_1_3000572,506,1,3000572,EBU3B.RM-2144..RH-VLV,NAE 06 N2 1 VMA153 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2144,Reheat Valve,153,VAV -> Rm_2144 -> Reheat Valve,EBU3B,,Analog Output
1168,506_1_3000551,506,1,3000551,EBU3B.RM-2146..RH-VLV,NAE 06 N2 1 VMA152 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2146,Reheat Valve,152,VAV -> Rm_2146 -> Reheat Valve,EBU3B,,Analog Output
1185,506_1_3000513,506,1,3000513,EBU3B.RM-2148..RH-VLV,NAE 06 N2 1 VMA150 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2148,Reheat Valve,150,VAV -> Rm_2148 -> Reheat Valve,EBU3B,,Analog Output
1202,506_1_3000492,506,1,3000492,EBU3B.RM-2150..RH-VLV,NAE 06 N2 1 VMA149 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2150,Reheat Valve,149,VAV -> Rm_2150 -> Reheat Valve,EBU3B,,Analog Output
1219,506_1_3000471,506,1,3000471,EBU3B.RM-2154..RH-VLV,NAE 06 N2 1 VMA148 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2154,Reheat Valve,148,VAV -> Rm_2154 -> Reheat Valve,EBU3B,,Analog Output
1236,506_1_3001241,506,1,3001241,EBU3B.RM-2200A..RH-VLV,NAE 06 N2 1 VMA104 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2200A,Reheat Valve,104,VAV -> Rm_2200A -> Reheat Valve,EBU3B,,Analog Output
1252,506_1_3000071,506,1,3000071,EBU3B.RM-2203..RH-VLV,NAE 06 N2 1 VMA128 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2203,Reheat Valve,128,VAV -> Rm_2203 -> Reheat Valve,EBU3B,,Analog Output
1280,506_1_3001315,506,1,3001315,EBU3B.RM-2208..RH-VLV,NAE 06 N2 1 VMA108 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2208,Reheat Valve,108,VAV -> Rm_2208 -> Reheat Valve,EBU3B,,Analog Output
1308,506_1_3001335,506,1,3001335,EBU3B.RM-2214..RH-VLV,NAE 06 N2 1 VMA109 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2214,Reheat Valve,109,VAV -> Rm_2214 -> Reheat Valve,EBU3B,,Analog Output
1324,506_1_3000091,506,1,3000091,EBU3B.RM-2215..RH-VLV,NAE 06 N2 1 VMA129 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2215,Reheat Valve,129,VAV -> Rm_2215 -> Reheat Valve,EBU3B,,Analog Output
1340,506_1_3000111,506,1,3000111,EBU3B.RM-2217..RH-VLV,NAE 06 N2 1 VMA130 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2217,Reheat Valve,130,VAV -> Rm_2217 -> Reheat Valve,EBU3B,,Analog Output
1356,506_1_3001375,506,1,3001375,EBU3B.RM-2218..RH-VLV,NAE 06 N2 1 VMA111 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2218,Reheat Valve,111,VAV -> Rm_2218 -> Reheat Valve,EBU3B,,Analog Output
1372,506_1_3001520,506,1,3001520,EBU3B.RM-2219..RH-VLV,NAE 06 N2 1 VMA118 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2219,Reheat Valve,118,VAV -> Rm_2219 -> Reheat Valve,EBU3B,,Analog Output
1388,506_1_3001355,506,1,3001355,EBU3B.RM-2221..RH-VLV,NAE 06 N2 1 VMA110 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2221,Reheat Valve,110,VAV -> Rm_2221 -> Reheat Valve,EBU3B,,Analog Output
1404,506_1_3001395,506,1,3001395,EBU3B.RM-2226..RH-VLV,NAE 06 N2 1 VMA112 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2226,Reheat Valve,112,VAV -> Rm_2226 -> Reheat Valve,EBU3B,,Analog Output
1420,506_1_3001560,506,1,3001560,EBU3B.RM-2227..RH-VLV,NAE 06 N2 1 VMA120 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2227,Reheat Valve,120,VAV -> Rm_2227 -> Reheat Valve,EBU3B,,Analog Output
1436,506_1_3001620,506,1,3001620,EBU3B.RM-2229A..RH-VLV,NAE 06 N2 1 VMA123 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2229A,Reheat Valve,123,VAV -> Rm_2229A -> Reheat Valve,EBU3B,,Analog Output
1452,506_1_3001415,506,1,3001415,EBU3B.RM-2230..RH-VLV,NAE 06 N2 1 VMA113 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2230,Reheat Valve,113,VAV -> Rm_2230 -> Reheat Valve,EBU3B,,Analog Output
1469,506_1_3000131,506,1,3000131,EBU3B.RM-2231..RH-VLV,NAE 06 N2 1 VMA131 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2231,Reheat Valve,131,VAV -> Rm_2231 -> Reheat Valve,EBU3B,,Analog Output
1485,506_1_3001436,506,1,3001436,EBU3B.RM-2232..RH-VLV,NAE 06 N2 1 VMA114 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2232,Reheat Valve,114,VAV -> Rm_2232 -> Reheat Valve,EBU3B,,Analog Output
1503,506_1_3001457,506,1,3001457,EBU3B.RM-2234..RH-VLV,NAE 06 N2 1 VMA115 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2234,Reheat Valve,115,VAV -> Rm_2234 -> Reheat Valve,EBU3B,,Analog Output
1520,506_1_3001478,506,1,3001478,EBU3B.RM-2236..RH-VLV,NAE 06 N2 1 VMA116 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2236,Reheat Valve,116,VAV -> Rm_2236 -> Reheat Valve,EBU3B,,Analog Output
1537,506_1_3001499,506,1,3001499,EBU3B.RM-2238..RH-VLV,NAE 06 N2 1 VMA117 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2238,Reheat Valve,117,VAV -> Rm_2238 -> Reheat Valve,EBU3B,,Analog Output
1554,506_1_3001261,506,1,3001261,EBU3B.RM-2240..RH-VLV,NAE 06 N2 1 VMA105 RH VLV,Reheat Valve Command,98,Reheat Valve Command,,Rm_2240,Reheat Valve,105,VAV -> Rm_2240 -> Reheat Valve,EBU3B,,Analog Output
