dummy index,Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
4243,505_3_3015356,505,3,3015356,EBU3B.CRAC-2.COMPRES1,NAE 05 N2 2 VND 163 COMPRES1,Compressor 1 Overload,,Compressor Overload,1,Server Room,Compressor,2,CRAC -> 2 -> Compressor -> 1,EBU3B,,Binary Input
4247,505_3_3015357,505,3,3015357,EBU3B.CRAC-2.COMPRES2,NAE 05 N2 2 VND 163 COMPRES2,Compressor 2 Overload,,Compressor Overload,2,Server Room,Compressor,2,CRAC -> 2 -> Compressor -> 2,EBU3B,,Binary Input
4244,505_3_3015228,505,3,3015228,EBU3B.CRAC-3.COMPRES1,NAE 05 N2 2 VND 161 COMPRES1,Compressor 1 Overload,,Compressor Overload,1,Server Room,Compressor,3,CRAC -> 3 -> Compressor -> 1,EBU3B,,Binary Input
4248,505_3_3015229,505,3,3015229,EBU3B.CRAC-3.COMPRES2,NAE 05 N2 2 VND 161 COMPRES2,Compressor 2 Overload,,Compressor Overload,2,Server Room,Compressor,3,CRAC -> 3 -> Compressor -> 2,EBU3B,,Binary Input
4245,505_3_3015164,505,3,3015164,EBU3B.CRAC-4.COMPRES1,NAE 05 N2 2 VND 160 COMPRES1,Compressor 1 Overload,,Compressor Overload,1,Server Room,Compressor,4,CRAC -> 4 -> Compressor -> 1,EBU3B,,Binary Input
4249,505_3_3015165,505,3,3015165,EBU3B.CRAC-4.COMPRES2,NAE 05 N2 2 VND 160 COMPRES2,Compressor 2 Overload,,Compressor Overload,2,Server Room,Compressor,4,CRAC -> 4 -> Compressor -> 2,EBU3B,,Binary Input
4532,506_2_3010319,506,2,3010319,BSBM_ENTHALPY,BSBM_ENTHALPY,Computed Outside Enthalpy,24,Computed Outside Enthalpy,,,Weather,,Weather,BSB,,Analog Value
4540,506_2_3009737,506,2,3009737,EBU2_ENTHALPY,EBU2_ENTHALPY,Computed Outside Enthalpy,24,Computed Outside Enthalpy,,,Weather,,Weather,EBU2,,Analog Value
4550,506_2_3009745,506,2,3009745,HUBBS_ENTHALPY,NAE 06 HUBBS_ENTHALPY,Computed Outside Enthalpy,24,Computed Outside Enthalpy,,,Weather,,Weather,Hubbs Hall,,Analog Value
4250,505_3_3013651,505,3,3013651,EBU3B.SERVER ROOM.LD-SW,NAE 05 N2 2 VMA 110 LD SW,Condensate Leak Dectection Alarm,,Condensate Leak Dectection Alarm,,Server Room,CRAC,,CRAC,EBU3B,,Binary Input
995,506_1_3011367,506,1,3011367,EBU3B.RM-2127..CLGPID-O,NAE 06 N2 1 VMA151 CLGPID O,Cooing Command,98,Cooing Command,,Rm_2127,VAV,151,VAV -> Rm_2127,EBU3B,,Analog Output
2,505_1_3001638,505,1,3001638,EBU3B.RM-1100A..CLGPID-O,NAE 05 N2 2 VMA 103 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1100A,VAV,103,VAV -> Rm_1100A,EBU3B,,Analog Output
19,505_1_3001538,505,1,3001538,EBU3B.RM-1100D..CLGPID-O,NAE 05 N2 2 VMA 147 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1100D,VAV,147,VAV -> Rm_1100D,EBU3B,,Analog Output
35,505_1_3002063,505,1,3002063,EBU3B.RM-1102..CLGPID-O,NAE 05 N2 2 VMA 125 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1102,VAV,125,VAV -> Rm_1102,EBU3B,,Analog Output
51,505_1_3002083,505,1,3002083,EBU3B.RM-1104..CLGPID-O,NAE 05 N2 2 VMA 126 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1104,VAV,126,VAV -> Rm_1104,EBU3B,,Analog Output
67,505_1_3001135,505,1,3001135,EBU3B.RM-1106..CLGPID-O,NAE 05 N2 2 VMA 127 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1106,VAV,127,VAV -> Rm_1106,EBU3B,,Analog Output
83,505_1_3001558,505,1,3001558,EBU3B.RM-1107..CLGPID-O,NAE 05 N2 2 VMA 148 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1107,VAV,148,VAV -> Rm_1107,EBU3B,,Analog Output
99,505_1_3001155,505,1,3001155,EBU3B.RM-1108..CLGPID-O,NAE 05 N2 2 VMA 128 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1108,VAV,128,VAV -> Rm_1108,EBU3B,,Analog Output
115,505_1_3001195,505,1,3001195,EBU3B.RM-1109..CLGPID-O,NAE 05 N2 2 VMA 130 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1109,VAV,130,VAV -> Rm_1109,EBU3B,,Analog Output
131,505_1_3001175,505,1,3001175,EBU3B.RM-1110..CLGPID-O,NAE 05 N2 2 VMA 129 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1110,VAV,129,VAV -> Rm_1110,EBU3B,,Analog Output
147,505_1_3001578,505,1,3001578,EBU3B.RM-1113..CLGPID-O,NAE 05 N2 2 VMA 149 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1113,VAV,149,VAV -> Rm_1113,EBU3B,,Analog Output
163,505_1_3001618,505,1,3001618,EBU3B.RM-1115..CLGPID-O,NAE 05 N2 2 VMA 151 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1115,VAV,151,VAV -> Rm_1115,EBU3B,,Analog Output
179,505_1_3001215,505,1,3001215,EBU3B.RM-1116..CLGPID-O,NAE 05 N2 2 VMA 131 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1116,VAV,131,VAV -> Rm_1116,EBU3B,,Analog Output
195,505_1_3001659,505,1,3001659,EBU3B.RM-1117..CLGPID-O,NAE 05 N2 2 VMA 104 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1117,VAV,104,VAV -> Rm_1117,EBU3B,,Analog Output
212,505_1_3001235,505,1,3001235,EBU3B.RM-1122..CLGPID-O,NAE 05 N2 2 VMA 132 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1122,VAV,132,VAV -> Rm_1122,EBU3B,,Analog Output
228,505_1_3001418,505,1,3001418,EBU3B.RM-1123..CLGPID-O,NAE 05 N2 2 VMA 141 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1123,VAV,141,VAV -> Rm_1123,EBU3B,,Analog Output
244,505_1_3001275,505,1,3001275,EBU3B.RM-1124..CLGPID-O,NAE 05 N2 2 VMA 134 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1124,VAV,134,VAV -> Rm_1124,EBU3B,,Analog Output
261,505_1_3001598,505,1,3001598,EBU3B.RM-1125..CLGPID-O,NAE 05 N2 2 VMA 150 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1125,VAV,150,VAV -> Rm_1125,EBU3B,,Analog Output
277,505_1_3001296,505,1,3001296,EBU3B.RM-1126..CLGPID-O,NAE 05 N2 2 VMA 135 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1126,VAV,135,VAV -> Rm_1126,EBU3B,,Analog Output
293,505_1_3001114,505,1,3001114,EBU3B.RM-1130..CLGPID-O,NAE 05 N2 2 VMA 102 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1130,VAV,102,VAV -> Rm_1130,EBU3B,,Analog Output
310,505_1_3001498,505,1,3001498,EBU3B.RM-1132..CLGPID-O,NAE 05 N2 2 VMA 145 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1132,VAV,145,VAV -> Rm_1132,EBU3B,,Analog Output
326,505_1_3001518,505,1,3001518,EBU3B.RM-1133..CLGPID-O,NAE 05 N2 2 VMA 146 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1133,VAV,146,VAV -> Rm_1133,EBU3B,,Analog Output
342,505_1_3001478,505,1,3001478,EBU3B.RM-1134..CLGPID-O,NAE 05 N2 2 VMA 144 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1134,VAV,144,VAV -> Rm_1134,EBU3B,,Analog Output
358,505_1_3001458,505,1,3001458,EBU3B.RM-1139..CLGPID-O,NAE 05 N2 2 VMA 143 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1139,VAV,143,VAV -> Rm_1139,EBU3B,,Analog Output
374,505_1_3001438,505,1,3001438,EBU3B.RM-1144..CLGPID-O,NAE 05 N2 2 VMA 142 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1144,VAV,142,VAV -> Rm_1144,EBU3B,,Analog Output
390,505_1_3001255,505,1,3001255,EBU3B.RM-1145..CLGPID-O,NAE 05 N2 2 VMA 133 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1145,VAV,133,VAV -> Rm_1145,EBU3B,,Analog Output
406,505_1_3001398,505,1,3001398,EBU3B.RM-1150..CLGPID-O,NAE 05 N2 2 VMA 140 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1150,VAV,140,VAV -> Rm_1150,EBU3B,,Analog Output
422,505_1_3001336,505,1,3001336,EBU3B.RM-1151..CLGPID-O,NAE 05 N2 2 VMA 137 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1151,VAV,137,VAV -> Rm_1151,EBU3B,,Analog Output
438,505_1_3001376,505,1,3001376,EBU3B.RM-1154..CLGPID-O,NAE 05 N2 2 VMA 139 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1154,VAV,139,VAV -> Rm_1154,EBU3B,,Analog Output
454,505_1_3001316,505,1,3001316,EBU3B.RM-1155..CLGPID-O,NAE 05 N2 2 VMA 136 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1155,VAV,136,VAV -> Rm_1155,EBU3B,,Analog Output
470,505_1_3001356,505,1,3001356,EBU3B.RM-1156..CLGPID-O,NAE 05 N2 2 VMA 138 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1156,VAV,138,VAV -> Rm_1156,EBU3B,,Analog Output
486,505_1_3001680,505,1,3001680,EBU3B.RM-1200A..CLGPID-O,NAE 05 N2 2 VMA 105 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1200A,VAV,105,VAV -> Rm_1200A,EBU3B,,Analog Output
502,505_1_3001093,505,1,3001093,EBU3B.RM-1200B..CLGPID-O,NAE 05 N2 2 VMA 101 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1200B,VAV,101,VAV -> Rm_1200B,EBU3B,,Analog Output
519,505_1_3001701,505,1,3001701,EBU3B.RM-1200C..CLGPID-O,NAE 05 N2 2 VMA 106 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1200C,VAV,106,VAV -> Rm_1200C,EBU3B,,Analog Output
534,505_1_3002004,505,1,3002004,EBU3B.RM-1203..CLGPID-O,NAE 05 N2 2 VMA 122 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1203,VAV,122,VAV -> Rm_1203,EBU3B,,Analog Output
546,505_1_3001720,505,1,3001720,EBU3B.RM-1207..CLGPID-O,NAE 05 N2 2 VMA 107 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1207,VAV,107,VAV -> Rm_1207,EBU3B,,Analog Output
559,505_1_3001964,505,1,3001964,EBU3B.RM-1208..CLGPID-O,NAE 05 N2 2 VMA 120 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1208,VAV,120,VAV -> Rm_1208,EBU3B,,Analog Output
577,505_1_3001986,505,1,3001986,EBU3B.RM-1208B..CLGPID-O,NAE 05 N2 2 VMA 121 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1208B,VAV,121,VAV -> Rm_1208B,EBU3B,,Analog Output
593,505_1_3001944,505,1,3001944,EBU3B.RM-1212..CLGPID-O,NAE 05 N2 2 VMA 119 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1212,VAV,119,VAV -> Rm_1212,EBU3B,,Analog Output
608,505_1_3001754,505,1,3001754,EBU3B.RM-1213..CLGPID-O,NAE 05 N2 2 VMA 109 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1213,VAV,109,VAV -> Rm_1213,EBU3B,,Analog Output
620,505_1_3001771,505,1,3001771,EBU3B.RM-1213A..CLGPID-O,NAE 05 N2 2 VMA 110 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1213A,VAV,110,VAV -> Rm_1213A,EBU3B,,Analog Output
633,505_1_3001805,505,1,3001805,EBU3B.RM-1217..CLGPID-O,NAE 05 N2 2 VMA 112 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1217,VAV,112,VAV -> Rm_1217,EBU3B,,Analog Output
649,505_1_3001924,505,1,3001924,EBU3B.RM-1218..CLGPID-O,NAE 05 N2 2 VMA 118 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1218,VAV,118,VAV -> Rm_1218,EBU3B,,Analog Output
665,505_1_3002023,505,1,3002023,EBU3B.RM-1221..CLGPID-O,NAE 05 N2 2 VMA 123 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1221,VAV,123,VAV -> Rm_1221,EBU3B,,Analog Output
681,505_1_3002043,505,1,3002043,EBU3B.RM-1223..CLGPID-O,NAE 05 N2 2 VMA 124 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1223,VAV,124,VAV -> Rm_1223,EBU3B,,Analog Output
697,505_1_3001904,505,1,3001904,EBU3B.RM-1224..CLGPID-O,NAE 05 N2 2 VMA 117 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1224,VAV,117,VAV -> Rm_1224,EBU3B,,Analog Output
713,505_1_3001844,505,1,3001844,EBU3B.RM-1229..CLGPID-O,NAE 05 N2 2 VMA 114 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1229,VAV,114,VAV -> Rm_1229,EBU3B,,Analog Output
729,505_1_3001884,505,1,3001884,EBU3B.RM-1230..CLGPID-O,NAE 05 N2 2 VMA 116 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1230,VAV,116,VAV -> Rm_1230,EBU3B,,Analog Output
745,505_1_3001824,505,1,3001824,EBU3B.RM-1231..CLGPID-O,NAE 05 N2 2 VMA 113 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1231,VAV,113,VAV -> Rm_1231,EBU3B,,Analog Output
761,505_1_3001864,505,1,3001864,EBU3B.RM-1236..CLGPID-O,NAE 05 N2 2 VMA 115 CLGPID O,Cooling Command,98,Cooling Command,,Rm_1236,VAV,115,VAV -> Rm_1236,EBU3B,,Analog Output
785,506_1_3000438,506,1,3000438,EBU3B.RM-2102..CLGPID-O,NAE 06 N2 1 VMA146 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2102,VAV,146,VAV -> Rm_2102,EBU3B,,Analog Output
801,506_1_3000458,506,1,3000458,EBU3B.RM-2105..CLGPID-O,NAE 06 N2 1 VMA147 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2105,VAV,147,VAV -> Rm_2105,EBU3B,,Analog Output
817,506_1_3000418,506,1,3000418,EBU3B.RM-2107..CLGPID-O,NAE 06 N2 1 VMA145 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2107,VAV,145,VAV -> Rm_2107,EBU3B,,Analog Output
833,506_1_3000398,506,1,3000398,EBU3B.RM-2108..CLGPID-O,NAE 06 N2 1 VMA144 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2108,VAV,144,VAV -> Rm_2108,EBU3B,,Analog Output
849,506_1_3000641,506,1,3000641,EBU3B.RM-2109..CLGPID-O,NAE 06 N2 1 VMA156 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2109,VAV,156,VAV -> Rm_2109,EBU3B,,Analog Output
865,506_1_3000338,506,1,3000338,EBU3B.RM-2111..CLGPID-O,NAE 06 N2 1 VMA141 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2111,VAV,141,VAV -> Rm_2111,EBU3B,,Analog Output
881,506_1_3000378,506,1,3000378,EBU3B.RM-2112..CLGPID-O,NAE 06 N2 1 VMA143 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2112,VAV,143,VAV -> Rm_2112,EBU3B,,Analog Output
897,506_1_3000358,506,1,3000358,EBU3B.RM-2116..CLGPID-O,NAE 06 N2 1 VMA142 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2116,VAV,142,VAV -> Rm_2116,EBU3B,,Analog Output
913,506_1_3000318,506,1,3000318,EBU3B.RM-2118..CLGPID-O,NAE 06 N2 1 VMA140 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2118,VAV,140,VAV -> Rm_2118,EBU3B,,Analog Output
929,506_1_3001227,506,1,3001227,EBU3B.RM-2119..CLGPID-O,NAE 06 N2 1 VMA103 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2119,VAV,103,VAV -> Rm_2119,EBU3B,,Analog Output
946,506_1_3000621,506,1,3000621,EBU3B.RM-2121..CLGPID-O,NAE 06 N2 1 VMA155 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2121,VAV,155,VAV -> Rm_2121,EBU3B,,Analog Output
962,506_1_3000298,506,1,3000298,EBU3B.RM-2122..CLGPID-O,NAE 06 N2 1 VMA139 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2122,VAV,139,VAV -> Rm_2122,EBU3B,,Analog Output
978,506_1_3000278,506,1,3000278,EBU3B.RM-2126..CLGPID-O,NAE 06 N2 1 VMA138 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2126,VAV,138,VAV -> Rm_2126,EBU3B,,Analog Output
1013,506_1_3000258,506,1,3000258,EBU3B.RM-2128..CLGPID-O,NAE 06 N2 1 VMA137 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2128,VAV,137,VAV -> Rm_2128,EBU3B,,Analog Output
1029,506_1_3000238,506,1,3000238,EBU3B.RM-2130..CLGPID-O,NAE 06 N2 1 VMA136 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2130,VAV,136,VAV -> Rm_2130,EBU3B,,Analog Output
1045,506_1_3000218,506,1,3000218,EBU3B.RM-2132..CLGPID-O,NAE 06 N2 1 VMA135 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2132,VAV,135,VAV -> Rm_2132,EBU3B,,Analog Output
1061,506_1_3000198,506,1,3000198,EBU3B.RM-2134..CLGPID-O,NAE 06 N2 1 VMA134 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2134,VAV,134,VAV -> Rm_2134,EBU3B,,Analog Output
1077,506_1_3000178,506,1,3000178,EBU3B.RM-2136..CLGPID-O,NAE 06 N2 1 VMA133 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2136,VAV,133,VAV -> Rm_2136,EBU3B,,Analog Output
1093,506_1_3000158,506,1,3000158,EBU3B.RM-2138..CLGPID-O,NAE 06 N2 1 VMA132 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2138,VAV,132,VAV -> Rm_2138,EBU3B,,Analog Output
1109,506_1_3000037,506,1,3000037,EBU3B.RM-2140..CLGPID-O,NAE 06 N2 1 VMA102 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2140,VAV,102,VAV -> Rm_2140,EBU3B,,Analog Output
1126,506_1_3000600,506,1,3000600,EBU3B.RM-2142..CLGPID-O,NAE 06 N2 1 VMA154 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2142,VAV,154,VAV -> Rm_2142,EBU3B,,Analog Output
1143,506_1_3000579,506,1,3000579,EBU3B.RM-2144..CLGPID-O,NAE 06 N2 1 VMA153 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2144,VAV,153,VAV -> Rm_2144,EBU3B,,Analog Output
1160,506_1_3000558,506,1,3000558,EBU3B.RM-2146..CLGPID-O,NAE 06 N2 1 VMA152 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2146,VAV,152,VAV -> Rm_2146,EBU3B,,Analog Output
1177,506_1_3000520,506,1,3000520,EBU3B.RM-2148..CLGPID-O,NAE 06 N2 1 VMA150 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2148,VAV,150,VAV -> Rm_2148,EBU3B,,Analog Output
1194,506_1_3000499,506,1,3000499,EBU3B.RM-2150..CLGPID-O,NAE 06 N2 1 VMA149 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2150,VAV,149,VAV -> Rm_2150,EBU3B,,Analog Output
1211,506_1_3000478,506,1,3000478,EBU3B.RM-2154..CLGPID-O,NAE 06 N2 1 VMA148 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2154,VAV,148,VAV -> Rm_2154,EBU3B,,Analog Output
1228,506_1_3001248,506,1,3001248,EBU3B.RM-2200A..CLGPID-O,NAE 06 N2 1 VMA104 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2200A,VAV,104,VAV -> Rm_2200A,EBU3B,,Analog Output
1244,506_1_3000078,506,1,3000078,EBU3B.RM-2203..CLGPID-O,NAE 06 N2 1 VMA128 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2203,VAV,128,VAV -> Rm_2203,EBU3B,,Analog Output
1259,506_1_3001286,506,1,3001286,EBU3B.RM-2207..CLGPID-O,NAE 06 N2 1 VMA106 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2207,VAV,106,VAV -> Rm_2207,EBU3B,,Analog Output
1272,506_1_3001322,506,1,3001322,EBU3B.RM-2208..CLGPID-O,NAE 06 N2 1 VMA108 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2208,VAV,108,VAV -> Rm_2208,EBU3B,,Analog Output
1287,506_1_3001303,506,1,3001303,EBU3B.RM-2209..CLGPID-O,NAE 06 N2 1 VMA107 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2209,VAV,107,VAV -> Rm_2209,EBU3B,,Analog Output
1300,506_1_3001342,506,1,3001342,EBU3B.RM-2214..CLGPID-O,NAE 06 N2 1 VMA109 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2214,VAV,109,VAV -> Rm_2214,EBU3B,,Analog Output
1316,506_1_3000098,506,1,3000098,EBU3B.RM-2215..CLGPID-O,NAE 06 N2 1 VMA129 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2215,VAV,129,VAV -> Rm_2215,EBU3B,,Analog Output
1332,506_1_3000118,506,1,3000118,EBU3B.RM-2217..CLGPID-O,NAE 06 N2 1 VMA130 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2217,VAV,130,VAV -> Rm_2217,EBU3B,,Analog Output
1348,506_1_3001382,506,1,3001382,EBU3B.RM-2218..CLGPID-O,NAE 06 N2 1 VMA111 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2218,VAV,111,VAV -> Rm_2218,EBU3B,,Analog Output
1364,506_1_3001527,506,1,3001527,EBU3B.RM-2219..CLGPID-O,NAE 06 N2 1 VMA118 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2219,VAV,118,VAV -> Rm_2219,EBU3B,,Analog Output
1380,506_1_3001362,506,1,3001362,EBU3B.RM-2221..CLGPID-O,NAE 06 N2 1 VMA110 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2221,VAV,110,VAV -> Rm_2221,EBU3B,,Analog Output
1396,506_1_3001402,506,1,3001402,EBU3B.RM-2226..CLGPID-O,NAE 06 N2 1 VMA112 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2226,VAV,112,VAV -> Rm_2226,EBU3B,,Analog Output
1412,506_1_3001567,506,1,3001567,EBU3B.RM-2227..CLGPID-O,NAE 06 N2 1 VMA120 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2227,VAV,120,VAV -> Rm_2227,EBU3B,,Analog Output
1428,506_1_3001627,506,1,3001627,EBU3B.RM-2229A..CLGPID-O,NAE 06 N2 1 VMA123 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2229A,VAV,123,VAV -> Rm_2229A,EBU3B,,Analog Output
1444,506_1_3001422,506,1,3001422,EBU3B.RM-2230..CLGPID-O,NAE 06 N2 1 VMA113 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2230,VAV,113,VAV -> Rm_2230,EBU3B,,Analog Output
1461,506_1_3000138,506,1,3000138,EBU3B.RM-2231..CLGPID-O,NAE 06 N2 1 VMA131 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2231,VAV,131,VAV -> Rm_2231,EBU3B,,Analog Output
1477,506_1_3001443,506,1,3001443,EBU3B.RM-2232..CLGPID-O,NAE 06 N2 1 VMA114 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2232,VAV,114,VAV -> Rm_2232,EBU3B,,Analog Output
1494,506_1_3001464,506,1,3001464,EBU3B.RM-2234..CLGPID-O,NAE 06 N2 1 VMA115 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2234,VAV,115,VAV -> Rm_2234,EBU3B,,Analog Output
1512,506_1_3001485,506,1,3001485,EBU3B.RM-2236..CLGPID-O,NAE 06 N2 1 VMA116 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2236,VAV,116,VAV -> Rm_2236,EBU3B,,Analog Output
1529,506_1_3001506,506,1,3001506,EBU3B.RM-2238..CLGPID-O,NAE 06 N2 1 VMA117 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2238,VAV,117,VAV -> Rm_2238,EBU3B,,Analog Output
1546,506_1_3001268,506,1,3001268,EBU3B.RM-2240..CLGPID-O,NAE 06 N2 1 VMA105 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2240,VAV,105,VAV -> Rm_2240,EBU3B,,Analog Output
1562,506_1_3001547,506,1,3001547,EBU3B.RM-2244..CLGPID-O,NAE 06 N2 1 VMA119 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2244,VAV,119,VAV -> Rm_2244,EBU3B,,Analog Output
1578,506_1_3001587,506,1,3001587,EBU3B.RM-2250..CLGPID-O,NAE 06 N2 1 VMA121 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2250,VAV,121,VAV -> Rm_2250,EBU3B,,Analog Output
1594,506_1_3001607,506,1,3001607,EBU3B.RM-2256..CLGPID-O,NAE 06 N2 1 VMA122 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2256,VAV,122,VAV -> Rm_2256,EBU3B,,Analog Output
1611,506_1_3015826,506,1,3015826,EBU3B.RM-2258.CLGPID-O,NAE 06 N2 1 VMA185 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2258,VAV,185,VAV -> Rm_2258,EBU3B,,Analog Output
1626,506_1_3001647,506,1,3001647,EBU3B.RM-2262..CLGPID-O,NAE 06 N2 1 VMA124 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2262,VAV,124,VAV -> Rm_2262,EBU3B,,Analog Output
1642,506_1_3001667,506,1,3001667,EBU3B.RM-2266..CLGPID-O,NAE 06 N2 1 VMA125 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2266,VAV,125,VAV -> Rm_2266,EBU3B,,Analog Output
1658,506_1_3001687,506,1,3001687,EBU3B.RM-2270..CLGPID-O,NAE 06 N2 1 VMA126 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2270,VAV,126,VAV -> Rm_2270,EBU3B,,Analog Output
1674,506_1_3000058,506,1,3000058,EBU3B.RM-2272..CLGPID-O,NAE 06 N2 1 VMA127 CLGPID O,Cooling Command,98,Cooling Command,,Rm_2272,VAV,127,VAV -> Rm_2272,EBU3B,,Analog Output
1698,506_1_3003190,506,1,3003190,EBU3B.RM-3102..CLGPID-O,NAE 06 N2 2 VMA117 CLGPID O,Cooling Command,98,Cooling Command,,Rm_3102,VAV,117,VAV -> Rm_3102,EBU3B,,Analog Output
1714,506_1_3003230,506,1,3003230,EBU3B.RM-3105..CLGPID-O,NAE 06 N2 2 VMA119 CLGPID O,Cooling Command,98,Cooling Command,,Rm_3105,VAV,119,VAV -> Rm_3105,EBU3B,,Analog Output
1730,506_1_3003170,506,1,3003170,EBU3B.RM-3106..CLGPID-O,NAE 06 N2 2 VMA116 CLGPID O,Cooling Command,98,Cooling Command,,Rm_3106,VAV,116,VAV -> Rm_3106,EBU3B,,Analog Output
